"contract_id","segment_id","plan_id","contract_year","language_id","plan_cvrg_typ_id","mnthly_prm","ann_ddctbl","icl_lmt","thrshld","copay_amt_inn_prefrd","copay_amt_inn_prefrd_lvl","coins_amt_inn_prefrd","coins_amt_inn_prefrd_lvl","copay_amt_inn_general","copay_amt_inn_general_lvl","coins_amt_inn_general","coins_amt_inn_general_lvl","copay_amt_mail_ordr_prefrd","copay_amt_mail_ordr_prefrd_lvl","coins_amt_mail_ordr_prefrd","coins_amt_mail_ordr_prefrd_lvl","copay_amt_mail_ordr_general","copay_amt_mail_ordr_general_lvl","coins_amt_mail_ordr_general","coins_amt_mail_ordr_general_lvl","is_mdcr_dfnd_std_yn","post_thrshld_mdcr_std_cost"
"H1099","0","016","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $90","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1099","0","802","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1099","0","804","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1100","0","001","2019","1","4","18.00","145.00","3820.00","5100.00","$2 - $100","1","30%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","30%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1109","0","005","2019","1","4",".00","95.00","3820.00","5100.00","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1109","0","006","2019","1","4",".00","195.00","3820.00","5100.00","$2 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1109","0","801","2019","1","0",".00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0"," ","0"
"H1109","0","802","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1111","0","006","2019","1","4",".00","275.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","27%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1111","0","007","2019","1","4","28.00","175.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","29%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1111","0","801","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1111","0","804","2019","1","0",".00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0"," ","0"
"H1111","0","805","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1111","0","807","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1112","0","006","2019","1","3",".00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $47","1","25% - 50%","1","$0 - $47","1","25% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1112","0","033","2019","1","3",".00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $47","1","25% - 50%","1","$0 - $47","1","25% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1112","0","034","2019","1","0",".00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0"," ","0"
"H1112","0","035","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $47","1","33% - 45%","1","$0 - $47","1","33% - 45%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1112","1","036","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $44","1","33% - 45%","1","$0 - $44","1","33% - 45%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1112","3","036","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $44","1","33% - 45%","1","$0 - $44","1","33% - 45%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1119","0","001","2019","1","1","30.00","415.00","3820.00","5100.00","","1","25%","1","","1","25%","1","","1","25%","1","","1","25%","1","Y","1"
"H1142","0","001","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$4 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$4 - $95","1","33%","1","N","1"
"H1142","0","002","2019","1","4","33.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","N","1"
"H1170","0","002","2019","1","4","47.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","N","0"
"H1170","0","008","2019","1","3","23.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$8 - $100","1","33%","1","N","0"
"H1170","0","009","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$2 - $95","1","33%","1","N","0"
"H1170","0","801","2019","1","0",".00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0"," ","0"
"H1170","0","802","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1170","0","805","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1181","0","001","2019","1","0",".00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0"," ","0"
"H1189","0","001","2019","1","4",".00","150.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$4 - $90","1","29%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1189","0","002","2019","1","4","40.00","150.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$4 - $90","1","29%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1189","0","003","2019","1","4",".00","150.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$4 - $90","1","29%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1189","0","004","2019","1","4","20.00","150.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$4 - $90","1","29%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1205","0","001","2019","1","1",".00","415.00","3820.00","5100.00","","1","25%","1","","1","25%","1","","1","25%","1","","1","25%","1","Y","1"
"H1205","0","002","2019","1","1",".00","415.00","3820.00","5100.00","","1","25%","1","","1","25%","1","","1","25%","1","","1","25%","1","Y","1"
"H1205","0","005","2019","1","1",".00","415.00","3820.00","5100.00","","1","25%","1","","1","25%","1","","1","25%","1","","1","25%","1","Y","1"
"H1205","0","006","2019","1","1",".00","415.00","3820.00","5100.00","","1","25%","1","","1","25%","1","","1","25%","1","","1","25%","1","Y","1"
"H1225","0","001","2019","1","4","25.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","N","1"
"H1225","0","002","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","N","1"
"H1230","0","001","2019","1","4","49.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$3 - $100","1","33%","1","N","0"
"H1230","0","003","2019","1","4","28.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$3 - $100","1","33%","1","N","0"
"H1230","0","008","2019","1","1",".00","415.00","3820.00","5100.00","","1","25%","1","","1","25%","1","","1","25%","1","","1","25%","1","Y","1"
"H1230","0","013","2019","1","3","41.00","390.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","$3 - $100","1","25%","1","N","0"
"H1230","0","014","2019","1","3","42.00","400.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","$3 - $100","1","25%","1","N","0"
"H1230","0","801","2019","1","0",".00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0"," ","0"
"H1230","0","803","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1230","0","804","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1230","0","805","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1230","0","806","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1234","0","001","2019","1","0","194.00",".00",".00","5100.00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1234","0","002","2019","1","0","850.00",".00",".00","5100.00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1239","0","001","2019","1","0","255.00",".00",".00","5100.00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1239","0","002","2019","1","0","809.00",".00",".00","5100.00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1248","0","001","2019","1","4","60.00",".00","3820.00","5100.00","$3 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$3 - $100","1","33%","1","N","1"
